created_at,has_consented,is_listening,frequency,context,when,how,platform,utility,track_genre,duration,energy,tempo,feeling,is_live,quality,curiosity,age_range,gender,position
2025-10-05,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,['streaming'],['spotify'],"['passer le temps', ""s'échapper""]","['pop', 'rap']",5.0,avec des paroles,2.0,tristes,non,3.0,3.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],3.0,['streaming'],"['youtube music', 'soundcloud']",['se concentrer'],"['pop', 'rap', 'dance - electro']",5.0,avec des paroles,2.0,positives,oui,3.0,3.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",3.0,['streaming'],['youtube music'],"['passer le temps', 'faire la fête']","['rap', 'dance - electro']",5.0,avec des paroles,2.0,positives,non,3.0,3.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",4.0,"['streaming', 'cd']","['spotify', 'youtube music', 'soundcloud']","['passer le temps', 'faire la fête']","['pop', 'rap', 'rock', 'dance - electro']",5.0,avec des paroles,2.0,positives,non,3.0,4.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",3.0,['streaming'],['spotify'],"['passer le temps', 'faire la fête']","['pop', 'rap']",5.0,avec des paroles,2.0,positives,oui,3.0,4.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en famille']",3.0,['streaming'],['spotify'],"['se concentrer', 'se mettre dans sa bulle']","['rock', 'dance - electro', 'reggae']",5.0,avec une voix mais en fond,1.0,positives,oui,3.0,3.0,entre 45 et 54 ans,homme,construction & industrie
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,"['streaming', 'téléchargements']",['youtube music'],['passer le temps'],['classique'],10.0,uniquement instrumentaux,1.0,positives,oui,4.0,2.0,entre 19 et 24 ans,homme,éducation
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'en famille']",3.0,['streaming'],['spotify'],"[""s'échapper"", 'se concentrer', 'se mettre dans sa bulle']","['dance - electro', ""musique d'ascenseur""]",11.0,uniquement instrumentaux,1.0,positives,non,4.0,1.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",3.0,"['streaming', 'téléchargements']","['youtube music', 'soundcloud']","['passer le temps', 'faire la fête', ""s'échapper"", 'se mettre dans sa bulle']","['classique', 'pop', 'rock', 'jazz', 'reggae']",11.0,avec une voix mais en fond,1.0,positives,oui,4.0,4.0,entre 19 et 24 ans,homme,arts & médias
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,['streaming'],['spotify'],['se mettre dans sa bulle'],"['pop', 'rap']",5.0,avec des paroles,2.0,tristes,non,4.0,4.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],3.0,['streaming'],['spotify'],"['passer le temps', ""s'échapper"", 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rock']",5.0,avec des paroles,2.0,tristes,oui,3.0,3.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",1.0,['streaming'],"['spotify', 'youtube music']","['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['classique', 'pop', 'rap', 'rock', 'dance - electro', 'jazz', 'latino', 'soul-r&b']",5.0,avec des paroles,1.0,tristes,non,4.0,4.0,entre 19 et 24 ans,homme,arts & médias
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en fête']",4.0,['streaming'],['deezer'],"['passer le temps', 'faire la fête', ""s'échapper"", 'se mettre dans sa bulle']",['rock'],5.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 19 et 24 ans,homme,construction & industrie
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,['seul(e)'],4.0,['streaming'],['youtube music'],"['passer le temps', ""s'échapper"", 'se mettre dans sa bulle']","['pop', 'rap']",5.0,avec des paroles,2.0,tristes,oui,4.0,3.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en fête']",4.0,"['streaming', 'cd']","['spotify', 'deezer']","['passer le temps', 'faire la fête', 'danser']","['pop', 'rock']",5.0,avec des paroles,2.0,positives,oui,3.0,3.0,entre 19 et 24 ans,femme,préfère ne pas dire
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",2.0,"['streaming', 'téléchargements']","['deezer', 'soundcloud']","['passer le temps', 'faire la fête', 'se concentrer']","['classique', 'pop', 'rap', 'rock']",5.0,avec des paroles,2.0,positives,non,3.0,4.0,entre 19 et 24 ans,homme,santé
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",3.0,['streaming'],['deezer'],"['passer le temps', 'faire la fête']","['pop', 'rap', 'rock', 'latino']",5.0,avec des paroles,2.0,positives,oui,3.0,3.0,entre 19 et 24 ans,femme,santé
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",4.0,"['streaming', 'cd', 'téléchargements']","['spotify', 'youtube music']","['faire la fête', 'danser', 'se concentrer', 'se mettre dans sa bulle']","['classique', 'rock', 'dance - electro']",2.0,uniquement instrumentaux,2.0,tristes,non,4.0,3.0,entre 19 et 24 ans,homme,préfère ne pas dire
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",4.0,['streaming'],['spotify'],"['faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rock', 'dance - electro']",5.0,avec des paroles,2.0,tristes,oui,3.0,4.0,entre 19 et 24 ans,femme,préfère ne pas dire
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'entre amis', 'en famille', 'en fête']",4.0,"['streaming', 'vinyle']",['deezer'],"['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['classique', 'pop', 'rock', 'jazz', 'reggae']",5.0,avec des paroles,1.0,positives,oui,3.0,3.0,entre 19 et 24 ans,femme,arts & médias
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,['streaming'],['spotify'],['passer le temps'],"['pop', 'rap', 'rock', 'soul-r&b']",5.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 19 et 24 ans,homme,éducation
2025-10-06,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par mois,"['seul(e)', 'en fête']",4.0,['streaming'],['spotify'],"['passer le temps', 'faire la fête']","['pop', 'rap']",5.0,avec des paroles,2.0,tristes,non,3.0,3.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en fête']",4.0,['streaming'],['spotify'],"['passer le temps', 'faire la fête', 'danser']","['classique', 'pop', 'rock', 'jazz', 'latino']",2.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 19 et 24 ans,homme,commerce & services
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en famille', 'en fête']",4.0,['télé .... sur mon ordi'],"['spotify', 'youtube music']","['passer le temps', 'faire la fête', 'danser', 'se concentrer']","['pop', 'rap', 'dance - electro', 'jazz', 'latino', 'soul-r&b', 'reggae']",11.0,avec une voix mais en fond,2.0,positives,non,4.0,3.0,entre 45 et 54 ans,femme,éducation
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis']",4.0,"['streaming', 'téléchargements']",['youtube music'],"['passer le temps', ""s'échapper"", 'danser', 'se mettre dans sa bulle']","['pop', 'rock', 'jazz']",5.0,avec des paroles,2.0,positives,non,3.0,3.0,entre 25 et 34 ans,autre,éducation
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'autre']",2.0,"['streaming', 'radio']","['youtube music', 'radio']","['passer le temps', ""s'échapper""]","['pop', 'variété']",10.0,avec des paroles,2.0,positives,oui,4.0,2.0,entre 55 et 64 ans,femme,santé
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],3.0,"['téléchargements', 'radio']",['youtube music'],"['passer le temps', 'faire la fête']","['rock', 'dance - electro']",5.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 45 et 54 ans,homme,commerce & services
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête', 'autre']",3.0,"['streaming', 'cd', 'en live']","['spotify', 'youtube music']","['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['classique', 'pop', 'rock', 'jazz', 'soul-r&b']",5.0,avec des paroles,1.0,tristes,oui,4.0,4.0,entre 25 et 34 ans,femme,arts & médias
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",1.0,['radio'],['youtube music'],"[""s'échapper""]","['classique', 'rock']",11.0,avec des paroles,2.0,positives,oui,3.0,4.0,entre 25 et 34 ans,homme,commerce & services
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'entre amis']",1.0,['streaming'],"['spotify', 'deezer']","['passer le temps', ""s'échapper"", 'se mettre dans sa bulle']","['classique', 'jazz', 'soul-r&b']",5.0,avec des paroles,1.0,positives,non,3.0,3.0,entre 35 et 44 ans,homme,commerce & services
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,['en roulant en voiture (radio)'],['youtube music'],"[""s'échapper"", 'se mettre dans sa bulle']","['pop', 'dance - electro', 'variété française et internationale']",5.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 25 et 34 ans,femme,fonction territoriale
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",4.0,['streaming'],['youtube music'],"['passer le temps', 'faire la fête', 'se concentrer', 'se mettre dans sa bulle']","['classique', 'pop', 'rock', 'dance - electro']",5.0,avec des paroles,2.0,tristes,oui,4.0,3.0,entre 19 et 24 ans,homme,commerce & services
2025-10-07,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,['streaming'],['spotify'],"['passer le temps', 'se concentrer']","['classique', 'pop', 'rap', 'rock', 'dance - electro']",5.0,avec une voix mais en fond,3.0,positives,oui,4.0,4.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,['streaming'],['deezer'],"['passer le temps', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rap', 'rock']",5.0,avec des paroles,2.0,tristes,non,3.0,3.0,entre 12 et 18 ans,homme,technologie & informatique
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en fête']",1.0,"['streaming', 'téléchargements']","['deezer', 'youtube music', 'soundcloud']","['passer le temps', 'faire la fête', ""s'échapper"", 'se concentrer', 'se mettre dans sa bulle']",['hardtechno'],5.0,uniquement instrumentaux,4.0,tristes,oui,4.0,3.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête', 'autre']",3.0,"['streaming', 'cd', 'téléchargements']",['spotify'],"['passer le temps', 'faire la fête', ""s'échapper"", 'se concentrer', 'se mettre dans sa bulle']","['classique', 'pop', 'rock', 'dance - electro']",5.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 19 et 24 ans,homme,etudiant
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],1.0,"['streaming', 'téléchargements']",['spotify'],"['passer le temps', ""s'échapper"", 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rock', 'dance - electro', 'ambiente']",5.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 19 et 24 ans,femme,technologie & informatique
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'en fête', 'autre']",4.0,"['streaming', 'vinyle', 'cd']",['deezer'],"['passer le temps', ""s'échapper""]","['classique', 'pop', 'rock']",11.0,avec des paroles,2.0,positives,oui,3.0,4.0,entre 55 et 64 ans,femme,éducation
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",1.0,"['streaming', 'cd', 'radio']",['deezer'],"['faire la fête', ""s'échapper""]","['pop', 'rock', 'latino']",11.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 55 et 64 ans,femme,commerce & services
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis']",3.0,"['streaming', 'téléchargements']","['spotify', 'youtube music']","['passer le temps', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['latino', 'vocaloid']",5.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 19 et 24 ans,préfère ne pas dire,etudiant
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis']",4.0,"['streaming', 'téléchargements']",['youtube music'],"['passer le temps', 'danser']","['pop', 'rap']",5.0,avec des paroles,2.0,positives,non,3.0,3.0,entre 25 et 34 ans,femme,éducation
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis']",4.0,"['streaming', 'cd']","['spotify', 'youtube music']","['passer le temps', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rap', 'rock']",5.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 25 et 34 ans,femme,commerce & services
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],3.0,['streaming'],['spotify'],"['passer le temps', ""s'échapper"", 'se concentrer', 'se mettre dans sa bulle']",['autres'],11.0,avec une voix mais en fond,2.0,positives,non,4.0,2.0,entre 12 et 18 ans,femme,etudiante
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],3.0,['streaming'],['spotify'],"['passer le temps', ""s'échapper"", 'se concentrer', 'se mettre dans sa bulle']","['rap', 'phonk', 'funk', 'opening animé']",11.0,avec une voix mais en fond,2.0,positives,non,4.0,2.0,entre 12 et 18 ans,femme,étudiante
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,['streaming'],"['spotify', 'youtube music']","['passer le temps', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rap', 'latino', 'soul-r&b', 'reggae', 'k pop']",11.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 45 et 54 ans,femme,assistante maternelle
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",4.0,"['streaming', 'téléchargements']","['deezer', 'apple music']","['passer le temps', 'faire la fête', ""s'échapper"", 'se mettre dans sa bulle']","['pop', 'rap', 'soul-r&b']",5.0,avec des paroles,2.0,positives,oui,4.0,3.0,entre 25 et 34 ans,femme,éducation
2025-10-08,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,['streaming'],['spotify'],"['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rap']",5.0,avec des paroles,1.0,tristes,non,4.0,3.0,entre 19 et 24 ans,homme,préfère ne pas dire
2025-10-09,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,"['streaming', 'cd']",['youtube music'],['passer le temps'],"['pop', 'rock']",5.0,avec des paroles,2.0,tristes,oui,3.0,3.0,entre 55 et 64 ans,homme,construction & industrie
2025-10-09,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],1.0,"['streaming', 'téléchargements']",['spotify'],['passer le temps'],"['pop', 'rock']",5.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 25 et 34 ans,femme,éducation
2025-10-09,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'entre amis', 'en fête']",3.0,['streaming'],['youtube'],"['faire la fête', 'se concentrer']","['pop', 'rock']",5.0,avec des paroles,2.0,positives,non,3.0,3.0,entre 19 et 24 ans,homme,sciences humaines
2025-10-09,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'entre amis']",3.0,['streaming'],"['deezer', 'youtube music']","[""s'échapper"", 'se concentrer']","['pop', 'rock', 'musiques de film']",5.0,avec une voix mais en fond,1.0,tristes,non,3.0,3.0,entre 25 et 34 ans,femme,éducation
2025-10-09,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par semaine,"['seul(e)', 'en fête']",4.0,"['streaming', 'téléchargements']",['deezer'],"['faire la fête', ""s'échapper"", 'danser', 'se mettre dans sa bulle']","['classique', 'soul-r&b', 'techno']",5.0,avec une voix mais en fond,2.0,positives,non,4.0,3.0,entre 19 et 24 ans,femme,environnement
2025-10-09,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",4.0,['streaming'],['spotify'],"['danser', 'se concentrer', 'se mettre dans sa bulle']","['pop', 'rock']",5.0,avec des paroles,2.0,positives,non,4.0,3.0,entre 25 et 34 ans,femme,arts & médias
2025-10-09,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en fête']",4.0,['streaming'],['youtube music'],"['passer le temps', ""s'échapper"", 'se concentrer', 'se mettre dans sa bulle']","['classique', 'pop', 'rap', 'dance - electro']",5.0,avec des paroles,2.0,positives,non,3.0,3.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-09,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,['seul(e)'],4.0,['streaming'],['spotify'],"[""s'échapper""]",['night core regey'],2.0,avec des paroles,3.0,positives,oui,4.0,4.0,entre 19 et 24 ans,homme,technologie & informatique
2025-10-09,"j’ai lu et compris les informations ci-dessus, et je consens à participer.",True,+ d'une fois par jour,"['seul(e)', 'entre amis', 'en famille', 'en fête']",4.0,['streaming'],"['spotify', 'youtube music', 'soundcloud', ""je n'écoute pas sur une platforme de streaming""]","['passer le temps', 'faire la fête', ""s'échapper"", 'danser', 'se concentrer', 'se mettre dans sa bulle']","['classique', 'rap', 'reggae', 'metal', 'trap metal']",5.0,avec des paroles,2.0,tristes,non,4.0,4.0,entre 19 et 24 ans,homme,technologie & informatique
